TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-02 23:20,5.243,''
2018-10-02 23:20,'',10.872
2018-10-02 23:35,5.493,''
2018-10-02 23:36,'',10.774
2018-10-02 23:51,5.537,''
2018-10-02 23:51,'',11.208
2018-10-03 00:06,5.461,''
2018-10-03 00:07,'',11.694
TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-04 16:21,6,''
2018-10-04 16:22,'',11.592
2018-10-04 16:37,5.493,''
2018-10-04 16:37,'',11.536
2018-10-04 16:52,9.926,''
2018-10-04 16:53,'',15.662
2018-10-04 17:08,5.538,''
2018-10-04 17:08,'',10.922
2018-10-04 17:24,5.678,''
2018-10-04 17:24,'',11.126
TimeStamp,Select enzymes Step,AMSA Wash Step
2018-10-04 17:43,6.426,''
2018-10-04 17:43,'',11.649
2018-10-04 17:58,6.056,''
2018-10-04 17:58,'',10.615
2018-10-04 18:14,5.896,''
2018-10-04 18:14,'',11.211
2018-10-04 18:29,5.932,''
2018-10-04 18:29,'',11.259
2018-10-04 18:45,5.675,''
2018-10-04 18:45,'',11.157
2018-10-04 19:01,32.365,''
2018-10-04 19:01,'',10.365
2018-10-04 19:16,7.335,''
2018-10-04 19:16,'',13.408
2018-10-04 19:32,7.841,''
2018-10-04 19:32,'',13.257
2018-10-04 19:47,5.616,''
2018-10-04 19:48,'',10.849
2018-10-04 20:03,7.589,''
2018-10-04 20:03,'',13.038
2018-10-04 20:18,7.55,''
2018-10-04 20:19,'',12.831
2018-10-04 20:34,7.337,''
2018-10-04 20:34,'',13.687
2018-10-04 20:50,7.501,''
2018-10-04 20:50,'',13.561
2018-10-04 21:05,8.567,''
2018-10-04 21:06,'',13.542
2018-10-04 21:21,7.444,''
2018-10-04 21:21,'',13.361
2018-10-04 21:37,7.282,''
2018-10-04 21:37,'',13.669
2018-10-04 21:52,7.376,''
2018-10-04 21:52,'',12.939
2018-10-04 22:08,7.327,''
2018-10-04 22:08,'',13.328
2018-10-04 22:23,5.435,''
2018-10-04 22:23,'',11.278
2018-10-04 22:39,6.771,''
2018-10-04 22:39,'',13.861
